tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,sets_num,tourney_month_name,tourney_month_num
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,35,104545,18,D,John Isner,R,206,USA,29.9,20.0,1720,103781,0,Q,Jurgen Melzer,L,183,AUT,34.0,86.0,594,6-3 6-4,3,R64,69.0,13,0,45,26,24,16,10,0,0,3,3,71,47,34,8,9,9,11,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,36,104731,16,D,Kevin Anderson,R,203,RSA,28.8,17.0,2005,105643,0,D,Federico Delbonis,L,190,ARG,24.0,79.0,635,7-5 6-4,3,R64,91.0,10,2,60,38,29,16,11,2,2,2,3,72,39,26,19,11,4,6,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,37,104338,0,D,Juan Monaco,R,185,ARG,30.9,48.0,920,105227,10,D,Marin Cilic,R,198,CRO,26.0,10.0,3450,6-4 6-4,3,R64,85.0,1,1,56,38,29,8,10,2,4,4,1,66,37,21,15,10,1,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,38,106423,0,WC,Thanasi Kokkinakis,R,188,AUS,18.9,124.0,448,104198,23,D,Guillermo Garcia Lopez,R,188,ESP,32.0,26.0,1405,7-5 5-7 6-3,3,R64,175.0,13,4,119,70,46,22,17,5,10,5,8,112,56,38,22,16,9,15,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,39,106071,32,D,Bernard Tomic,R,193,AUS,22.4,35.0,1150,106432,0,Q,Borna Coric,R,188,CRO,18.0,60.0,796,6-3 6-4,3,R64,81.0,9,1,53,40,32,9,10,3,3,6,3,66,37,26,13,9,2,4,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,40,103970,8,D,David Ferrer,R,175,ESP,32.9,8.0,4535,104471,0,D,Ivan Dodig,R,183,CRO,30.0,96.0,560,4-6 6-1 7-6(6),3,R64,162.0,1,6,113,63,43,30,15,7,10,7,8,105,52,32,28,14,5,9,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,41,104918,4,D,Andy Murray,R,190,GBR,27.8,4.0,5425,105577,0,D,Vasek Pospisil,R,193,CAN,25.0,62.0,785,6-1 6-3,3,R64,80.0,4,3,50,32,23,11,8,1,2,6,3,54,25,15,10,8,4,9,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,42,104259,26,D,Philipp Kohlschreiber,R,178,GER,31.4,29.0,1325,105065,0,WC,Tim Smyczek,R,175,USA,27.0,83.0,613,6-3 6-1,3,R64,52.0,5,1,40,28,23,9,8,0,0,0,0,43,28,15,8,8,2,6,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,43,105173,0,D,Adrian Mannarino,L,183,FRA,26.7,38.0,1113,104926,19,D,Fabio Fognini,R,178,ITA,28.0,22.0,1540,7-6(8) 6-3,3,R64,96.0,6,1,70,47,38,12,11,7,8,1,8,78,45,31,14,10,4,6,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,44,105208,14,D,Ernests Gulbis,R,190,LAT,26.5,15.0,2045,104593,0,LL,Daniel Gimeno Traver,R,185,ESP,30.0,94.0,565,6-4 6-1,3,R64,69.0,15,3,51,30,26,12,9,3,3,0,0,50,29,19,9,8,2,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,45,103852,12,D,Feliciano Lopez,L,188,ESP,33.5,12.0,2325,104273,0,Q,Edouard Roger Vasselin,R,188,FRA,31.0,145.0,375,6-7(3) 6-4 6-4,3,R64,140.0,21,2,111,65,48,24,16,7,9,4,4,99,61,41,23,16,1,5,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,46,104655,20,D,Pablo Cuevas,R,180,URU,29.2,23.0,1512,103813,0,D,Jarkko Nieminen,L,185,FIN,34.0,70.0,693,4-6 7-5 6-0,3,R64,121.0,4,1,84,52,35,11,14,7,13,5,4,99,56,28,16,14,9,18,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,47,104269,28,D,Fernando Verdasco,L,188,ESP,31.3,31.0,1225,105902,0,Q,James Duckworth,R,183,AUS,23.0,106.0,533,6-2 7-6(3),3,R64,78.0,7,3,62,45,38,9,10,0,0,4,2,69,42,33,11,10,3,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,48,105453,5,D,Kei Nishikori,R,178,JPN,25.2,5.0,5415,105992,0,WC,Ryan Harrison,R,183,USA,23.0,110.0,499,6-4 6-4,3,R64,88.0,3,5,62,35,22,17,10,5,8,5,5,65,40,26,8,10,5,10,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,49,105683,6,D,Milos Raonic,R,196,CAN,24.2,6.0,4980,104620,0,D,Simone Bolelli,R,183,ITA,29.0,49.0,919,6-3 6-4,3,R64,67.0,13,1,48,28,25,15,10,0,0,3,1,52,31,26,9,9,1,3,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,50,105238,0,D,Alexandr Dolgopolov,R,180,UKR,26.3,41.0,1075,105053,29,D,Santiago Giraldo,R,188,COL,27.0,32.0,1210,6-1 7-6(4),3,R64,87.0,15,4,67,38,35,14,10,2,2,4,0,70,44,25,15,9,7,9,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,51,103990,17,D,Tommy Robredo,R,180,ESP,32.9,19.0,1755,104979,0,D,Andrey Golubev,R,185,KAZ,28.0,92.0,576,6-4 6-7(5) 6-4,3,R64,130.0,5,6,107,69,58,20,16,5,5,7,5,90,52,42,24,16,2,4,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,52,105777,11,D,Grigor Dimitrov,R,188,BUL,23.8,11.0,3055,106401,0,D,Nick Kyrgios,R,188,AUS,20.0,37.0,1135,7-6(2) 3-6 7-6(4),3,R64,130.0,16,4,100,64,53,20,16,4,6,12,4,122,76,59,22,17,1,2,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,53,104468,13,D,Gilles Simon,R,183,FRA,30.2,14.0,2050,104291,0,D,Malek Jaziri,R,185,TUN,31.0,88.0,590,6-3 4-6 6-2,3,R64,118.0,2,8,80,46,32,16,14,2,6,5,2,85,46,32,11,13,9,15,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,54,103582,0,Q,Michael Berrer,L,193,GER,34.7,36.0,317,104755,22,D,Richard Gasquet,R,185,FRA,29.0,25.0,1410,7-6(6) 4-6 3-1 RET,3,R64,125.0,8,5,87,50,40,20,13,2,3,9,0,76,39,28,27,13,1,2,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,55,105385,0,D,Donald Young,L,183,USA,25.6,47.0,929,104871,31,D,Jeremy Chardy,R,188,FRA,28.0,34.0,1150,6-4 6-2,3,R64,84.0,4,3,64,31,20,22,9,3,4,3,8,71,35,22,14,9,7,11,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,56,104745,3,D,Rafael Nadal,L,185,ESP,28.8,3.0,5675,104997,0,D,Igor Sijsling,R,190,NED,28.0,134.0,411,6-4 6-2,3,R64,73.0,1,1,44,23,22,15,9,1,1,2,4,57,29,24,10,9,6,9,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,57,104898,0,D,Robin Haase,R,190,NED,27.9,104.0,545,104527,7,D,Stanislas Wawrinka,R,183,SUI,30.0,7.0,4595,6-3 3-6 6-3,3,R64,108.0,4,0,91,54,38,18,13,2,4,3,3,80,37,26,24,14,1,5,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,58,104586,27,D,Lukas Rosol,R,196,CZE,29.6,30.0,1230,105373,0,D,Martin Klizan,L,190,SVK,26.0,42.0,1060,4-6 6-0 6-3,3,R64,112.0,4,7,100,57,43,19,13,9,11,3,1,75,40,21,19,12,2,7,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,59,105449,0,D,Steve Johnson,R,188,USA,25.2,44.0,971,103333,21,D,Ivo Karlovic,R,208,CRO,36.0,24.0,1500,6-3 7-6(5),3,R64,75.0,7,2,70,48,39,13,11,0,0,18,1,53,36,32,10,10,0,1,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,60,104607,9,D,Tomas Berdych,R,196,CZE,29.5,9.0,4340,104660,0,D,Sergiy Stakhovsky,R,193,UKR,29.0,50.0,919,6-1 6-4,3,R64,67.0,4,0,49,27,19,16,9,2,3,4,0,50,28,14,12,8,1,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,61,105138,15,D,Roberto Bautista Agut,R,188,ESP,26.9,16.0,2020,104797,0,D,Denis Istomin,R,188,UZB,29.0,65.0,770,6-4 6-3,3,R64,80.0,0,1,57,39,27,12,10,3,4,3,1,59,37,24,9,9,5,8,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,62,106058,0,D,Jack Sock,R,185,USA,22.5,58.0,851,104180,33,D,Gilles Muller,L,193,LUX,32.0,36.0,1146,3-6 6-3 7-6(7),3,R64,144.0,12,7,107,56,42,30,15,3,4,16,5,101,53,45,26,15,6,7,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,63,104312,30,D,Andreas Seppi,R,190,ITA,31.0,33.0,1185,103812,0,Q,Victor Hanescu,R,198,ROU,34.0,146.0,375,6-4 6-4,3,R64,73.0,6,4,61,37,29,14,10,2,2,6,2,58,34,26,12,10,3,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,64,103819,2,D,Roger Federer,R,185,SUI,33.6,2.0,9205,106043,0,D,Diego Sebastian Schwartzman,R,188,ARG,23.0,63.0,780,6-4 6-2,3,R64,63.0,8,1,47,23,19,17,9,0,0,1,2,58,32,19,12,9,6,9,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,65,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13205,105077,0,D,Albert Ramos,L,188,ESP,27.0,68.0,730,7-5 6-3,3,R32,85.0,1,3,62,37,29,15,11,3,5,2,4,58,39,25,8,10,5,9,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,66,104545,18,D,John Isner,R,206,USA,29.9,20.0,1720,104731,16,D,Kevin Anderson,R,203,RSA,29.0,17.0,2005,7-6(6) 6-2,3,R32,79.0,18,1,52,35,32,13,10,0,0,11,4,65,39,29,14,10,4,6,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,67,106423,0,WC,Thanasi Kokkinakis,R,188,AUS,18.9,124.0,448,104338,0,D,Juan Monaco,R,185,ARG,31.0,48.0,920,6-2 5-7 7-6(5),3,R32,166.0,8,3,103,55,40,21,16,10,15,4,2,113,94,52,10,16,9,15,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,68,106071,32,D,Bernard Tomic,R,193,AUS,22.4,35.0,1150,103970,8,D,David Ferrer,R,175,ESP,33.0,8.0,4535,7-5 6-4,3,R32,98.0,3,1,86,56,38,15,11,11,13,2,7,62,38,30,8,11,4,8,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,69,104918,4,D,Andy Murray,R,190,GBR,27.8,4.0,5425,104259,26,D,Philipp Kohlschreiber,R,178,GER,31.0,29.0,1325,6-1 3-6 6-1,3,R32,111.0,6,5,85,53,38,19,12,6,7,3,1,65,41,27,12,11,4,8,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,70,105173,0,D,Adrian Mannarino,L,183,FRA,26.7,38.0,1113,105208,14,D,Ernests Gulbis,R,190,LAT,27.0,15.0,2045,6-4 6-4,3,R32,89.0,1,0,51,38,30,9,10,0,1,8,6,72,42,32,10,10,5,8,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,71,103852,12,D,Feliciano Lopez,L,188,ESP,33.5,12.0,2325,104655,20,D,Pablo Cuevas,R,180,URU,29.0,23.0,1512,6-2 4-6 6-3,3,R32,107.0,13,4,85,48,36,22,14,6,7,5,2,78,51,32,17,13,3,6,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,72,105453,5,D,Kei Nishikori,R,178,JPN,25.2,5.0,5415,104269,28,D,Fernando Verdasco,L,188,ESP,31.0,31.0,1225,6-7(6) 6-1 6-4,3,R32,136.0,4,5,99,52,40,29,15,3,3,5,2,89,64,41,16,14,3,6,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,73,105683,6,D,Milos Raonic,R,196,CAN,24.2,6.0,4980,105238,0,D,Alexandr Dolgopolov,R,180,UKR,26.0,41.0,1075,7-6(2) 6-4,3,R32,89.0,12,2,64,37,32,19,11,2,2,0,4,71,47,33,14,11,1,2,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,74,103990,17,D,Tommy Robredo,R,180,ESP,32.9,19.0,1755,105777,11,D,Grigor Dimitrov,R,188,BUL,24.0,11.0,3055,6-4 1-6 7-5,3,R32,107.0,6,2,81,60,44,11,14,0,2,9,5,88,46,35,25,15,4,6,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,75,104468,13,D,Gilles Simon,R,183,FRA,30.2,14.0,2050,103582,0,Q,Michael Berrer,L,193,GER,35.0,161.0,317,6-2 7-5,3,R32,84.0,4,1,61,35,23,16,10,4,6,3,2,56,36,20,8,10,7,12,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,76,104745,3,D,Rafael Nadal,L,185,ESP,28.8,3.0,5675,105385,0,D,Donald Young,L,183,USA,26.0,47.0,929,6-4 6-2,3,R32,81.0,1,3,60,38,23,11,9,3,6,4,4,51,27,15,7,9,2,8,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,77,104586,27,D,Lukas Rosol,R,196,CZE,29.6,30.0,1230,104898,0,D,Robin Haase,R,190,NED,28.0,104.0,545,6-4 6-7(4) 7-6(3),3,R32,153.0,8,7,118,64,51,28,17,4,5,9,4,115,56,44,33,17,6,8,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,78,104607,9,D,Tomas Berdych,R,196,CZE,29.5,9.0,4340,105449,0,D,Steve Johnson,R,188,USA,25.0,44.0,971,6-4 6-2,3,R32,72.0,7,1,50,23,20,14,9,1,2,4,2,53,29,18,11,9,2,6,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,79,106058,0,D,Jack Sock,R,185,USA,22.5,58.0,851,105138,15,D,Roberto Bautista Agut,R,188,ESP,27.0,16.0,2020,3-6 6-3 6-2,3,R32,105.0,6,7,76,50,36,11,13,2,5,0,2,80,56,35,12,13,4,9,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,80,103819,2,D,Roger Federer,R,185,SUI,33.6,2.0,9205,104312,30,D,Andreas Seppi,R,190,ITA,31.0,33.0,1185,6-3 6-4,3,R32,82.0,6,3,59,36,27,12,10,1,2,3,2,77,35,24,17,9,9,12,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,81,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13205,104545,18,D,John Isner,R,206,USA,30.0,20.0,1720,6-4 7-6(5),3,R16,92.0,7,1,68,46,38,14,11,2,2,8,0,65,51,39,7,11,1,2,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,82,106071,32,D,Bernard Tomic,R,193,AUS,22.4,35.0,1150,106423,0,WC,Thanasi Kokkinakis,R,188,AUS,19.0,124.0,448,6-4 4-6 6-4,3,R16,125.0,8,1,107,79,53,15,15,8,10,10,1,88,51,39,17,15,3,6,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,83,104918,4,D,Andy Murray,R,190,GBR,27.8,4.0,5425,105173,0,D,Adrian Mannarino,L,183,FRA,27.0,38.0,1113,6-3 6-3,3,R16,90.0,2,1,53,32,24,12,9,3,4,1,3,71,50,26,11,9,7,11,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,84,103852,12,D,Feliciano Lopez,L,188,ESP,33.5,12.0,2325,105453,5,D,Kei Nishikori,R,178,JPN,25.0,5.0,5415,6-4 7-6(2),3,R16,95.0,12,2,71,40,33,18,11,6,7,4,1,66,39,29,12,11,0,2,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,85,105683,6,D,Milos Raonic,R,196,CAN,24.2,6.0,4980,103990,17,D,Tommy Robredo,R,180,ESP,33.0,19.0,1755,6-3 6-2,3,R16,64.0,6,3,47,23,21,16,9,1,1,4,2,51,36,19,8,8,4,7,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,86,104745,3,D,Rafael Nadal,L,185,ESP,28.8,3.0,5675,104468,13,D,Gilles Simon,R,183,FRA,30.0,14.0,2050,6-2 6-4,3,R16,79.0,4,0,47,33,24,8,9,2,4,5,4,61,29,16,15,9,6,11,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,87,104607,9,D,Tomas Berdych,R,196,CZE,29.5,9.0,4340,104586,27,D,Lukas Rosol,R,196,CZE,30.0,30.0,1230,6-2 4-6 6-4,3,R16,111.0,11,3,81,51,39,15,14,3,5,7,6,85,41,30,19,14,3,7,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,88,103819,2,D,Roger Federer,R,185,SUI,33.6,2.0,9205,106058,0,D,Jack Sock,R,185,USA,22.0,58.0,851,6-3 6-2,3,R16,70.0,8,0,43,29,25,11,9,0,0,3,6,72,38,24,14,8,8,11,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,89,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13205,106071,32,D,Bernard Tomic,R,193,AUS,22.0,35.0,1150,W/O,3,QF,40.0,6,2,73,45,35,16,12,3,4,4,3,77,46,31,14,12,4,8,1,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,90,104918,4,D,Andy Murray,R,190,GBR,27.8,4.0,5425,103852,12,D,Feliciano Lopez,L,188,ESP,33.0,12.0,2325,6-3 6-4,3,QF,92.0,4,0,52,35,27,12,10,3,4,5,1,74,36,24,18,9,10,13,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,91,105683,6,D,Milos Raonic,R,196,CAN,24.2,6.0,4980,104745,3,D,Rafael Nadal,L,185,ESP,29.0,3.0,5675,4-6 7-6(10) 7-5,3,QF,178.0,19,6,119,73,59,22,17,6,7,7,1,103,66,54,24,17,3,4,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,92,103819,2,D,Roger Federer,R,185,SUI,33.6,2.0,9205,104607,9,D,Tomas Berdych,R,196,CZE,29.0,9.0,4340,6-4 6-0,3,QF,69.0,1,1,40,26,23,9,8,0,0,2,5,57,26,16,12,8,4,8,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,93,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13205,104918,4,D,Andy Murray,R,190,GBR,28.0,4.0,5425,6-2 6-3,3,SF,88.0,1,2,55,32,20,16,9,2,3,2,4,55,26,13,14,8,2,6,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,94,103819,2,D,Roger Federer,R,185,SUI,33.6,2.0,9205,105683,6,D,Milos Raonic,R,196,CAN,24.0,6.0,4980,7-5 6-4,3,SF,86.0,5,0,63,42,33,14,11,1,1,9,1,64,37,28,16,11,5,7,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,95,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13205,103819,2,D,Roger Federer,R,185,SUI,34.0,2.0,9205,6-3 6-7(5) 6-2,3,F,138.0,8,5,101,61,47,21,15,8,10,6,3,98,57,41,15,14,8,13,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,1,105373,0,D,Martin Klizan,L,190,SVK,25.7,41.0,1065,103893,0,D,Paolo Lorenzi,R,183,ITA,33.0,87.0,595,6-3 6-4,3,R128,78.0,6,2,56,35,29,8,9,2,3,7,3,56,29,22,11,10,3,7,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,2,104327,0,Q,Steve Darcis,R,178,BEL,31.0,84.0,603,104291,0,D,Malek Jaziri,R,185,TUN,31.0,82.0,607,2-6 7-5 7-5,3,R128,130.0,2,7,103,56,38,25,16,4,9,6,4,94,48,35,20,16,4,9,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,3,105064,0,D,Thomaz Bellucci,L,188,BRA,27.2,81.0,611,103720,0,D,Lleyton Hewitt,R,180,AUS,34.0,107.0,530,7-5 6-7(2) 6-4,3,R128,179.0,11,4,131,72,44,37,17,12,15,5,7,112,64,46,25,17,4,9,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,4,105238,0,D,Alexandr Dolgopolov,R,180,UKR,26.4,65.0,760,105575,0,D,Ricardas Berankis,R,175,LTU,25.0,78.0,630,6-4 6-1,3,R128,63.0,4,2,55,33,24,13,9,0,1,1,2,46,24,14,9,8,3,7,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,5,105062,0,D,Mikhail Kukushkin,R,183,KAZ,27.2,57.0,852,105449,0,D,Steve Johnson,R,188,USA,25.0,43.0,986,6-4 3-6 6-2,3,R128,116.0,6,0,85,41,28,27,13,2,4,15,5,77,42,32,14,14,1,5,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,6,104268,0,Q,Alejandro Falla,L,185,COL,31.4,133.0,425,103582,0,Q,Michael Berrer,L,193,GER,35.0,164.0,318,6-7(5) 6-4 6-4,3,R128,166.0,5,7,130,63,42,39,16,9,11,5,7,95,64,50,11,16,2,6,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,7,100644,0,Q,Alexander Zverev,R,188,GER,17.9,129.0,432,105032,0,D,Samuel Groth,R,188,AUS,27.0,69.0,701,7-5 6-7(5) 6-4,3,R128,123.0,22,2,108,74,58,20,17,6,6,17,0,81,59,53,16,17,1,3,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,8,105643,0,D,Federico Delbonis,L,190,ARG,24.5,77.0,650,106210,0,D,Jiri Vesely,L,188,CZE,22.0,48.0,923,7-6(4) 3-6 7-5,3,R128,168.0,2,6,121,78,49,23,17,9,14,5,6,103,71,52,13,16,7,11,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,9,104022,0,D,Mikhail Youzhny,R,183,RUS,32.7,64.0,780,104979,0,D,Andrey Golubev,R,185,KAZ,28.0,89.0,591,4-6 6-2 6-3,3,R128,117.0,4,5,87,43,34,24,14,5,7,2,6,78,36,24,22,13,4,8,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,10,104620,0,D,Simone Bolelli,R,183,ITA,29.5,47.0,926,104571,0,D,Marcos Baghdatis,R,183,CYP,30.0,58.0,838,6-2 6-2,3,R128,64.0,3,0,41,29,27,7,8,3,3,4,5,52,23,13,12,8,1,5,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,11,106432,0,D,Borna Coric,R,188,CRO,18.4,59.0,837,104890,0,D,Andreas Haider Maurer,R,190,AUT,28.0,56.0,858,1-6 6-3 7-6(3),3,R128,150.0,9,1,99,56,40,18,14,1,5,5,6,79,43,33,17,14,2,5,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,12,105668,0,D,Jerzy Janowicz,R,203,POL,24.4,49.0,905,104273,0,Q,Edouard Roger Vasselin,R,188,FRA,31.0,140.0,391,6-4 6-2,3,R128,71.0,8,4,46,31,28,10,9,1,1,1,1,60,42,26,9,9,2,5,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,13,105577,0,D,Vasek Pospisil,R,193,CAN,24.7,60.0,800,105223,0,D,Juan Martin Del Potro,R,198,ARG,26.0,60.0,45,6-4 7-6(7),3,R128,117.0,13,7,71,35,32,20,11,5,6,6,7,73,39,29,18,11,1,3,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,14,126094,0,WC,Andrey Rublev,R,188,RUS,17.4,36.0,111,105807,0,D,Pablo Carreno Busta,R,188,ESP,24.0,54.0,866,1-6 6-1 6-4,3,R128,111.0,5,6,94,57,38,17,12,8,11,6,0,78,41,29,16,12,7,11,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,15,103781,0,D,Jurgen Melzer,L,183,AUT,33.8,79.0,626,105992,0,WC,Ryan Harrison,R,183,USA,23.0,119.0,474,7-6(3) 6-3,3,R128,103.0,5,3,70,37,32,17,11,2,3,4,2,72,40,28,16,10,2,4,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,16,104559,0,D,Teymuraz Gabashvili,R,188,RUS,29.8,80.0,621,104665,0,D,Pablo Andujar,R,180,ESP,29.0,66.0,760,0-6 7-6(4) 6-3,3,R128,132.0,8,8,81,49,32,12,13,6,12,13,6,111,72,48,15,14,7,12,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,17,104122,0,D,Carlos Berlocq,R,183,ARG,32.1,68.0,740,106423,0,WC,Thanasi Kokkinakis,R,188,AUS,19.0,108.0,528,6-4 3-6 6-2,3,R128,143.0,3,5,95,60,41,13,13,6,10,6,3,79,52,32,10,14,4,10,3,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,18,105077,0,D,Albert Ramos,L,188,ESP,27.2,67.0,755,105311,0,D,Joao Sousa,R,188,POR,26.0,53.0,887,6-2 6-2,3,R128,73.0,3,4,54,33,26,11,8,5,5,2,6,57,29,15,14,8,4,8,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,19,106058,0,D,Jack Sock,R,185,USA,22.5,45.0,941,104424,0,D,Go Soeda,R,178,JPN,31.0,94.0,574,6-3 6-4,3,R128,67.0,4,3,51,29,25,13,10,2,3,1,4,50,30,20,9,9,3,6,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,20,106233,0,D,Dominic Thiem,R,188,AUT,21.5,52.0,891,106043,0,D,Diego Sebastian Schwartzman,R,188,ARG,23.0,61.0,797,7-6(0) 7-5,3,R128,107.0,6,4,74,44,33,8,12,2,7,0,6,85,49,25,16,12,6,12,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,21,105023,0,D,Sam Querrey,R,198,USA,27.5,42.0,1040,103607,0,D,Victor Estrella,R,173,DOM,35.0,55.0,859,6-4 6-3,3,R128,79.0,16,4,55,29,27,15,10,1,1,2,1,64,49,31,8,9,6,8,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,22,103813,0,D,Jarkko Nieminen,L,185,FIN,33.7,71.0,673,104594,0,D,Marinko Matosevic,R,194,AUS,30.0,76.0,652,6-3 6-3,3,R128,68.0,3,2,49,35,28,5,9,2,4,4,1,62,39,22,9,9,6,11,2,March,3
2015-403,Miami Masters,Hard,96,M,2015-03-25,23,104898,0,Q,Robin Haase,R,190,NED,28.0,98.0,565,106378,0,WC,Kyle Edmund,R,188,GBR,20.0,144.0,385,6-2 6-2,3,R128,69.0,4,1,52,31,24,13,8,2,2,1,1,47,25,13,10,8,0,4,2,March,3
